4	140
4	141
4	142
4	143
4	144
4	111
4	145
4	146
4	147
4	148
4	149
4	150
4	151
4	152
4	153
4	154
4	155
4	156
4	157
4	158
4	159
4	160
4	161
4	162
4	163
4	164
4	165
4	166
4	167
4	168
4	169
4	170
4	171
4	172
4	173
4	174
4	175
4	176
4	177
4	178
4	179
4	180
4	181
4	182
4	183
4	184
4	185
4	186
4	187
4	188
4	189
4	190
4	191
4	192
4	193
4	194
4	195
4	196
4	197
4	198
4	199
4	200
4	201
4	202
4	203
4	204
4	205
4	206
4	207
4	208
4	209
4	210
4	211
4	212
4	213
4	214
4	215
4	216
4	217
4	218
4	219
4	220
4	221
4	222
4	223
4	224
4	225
4	226
4	227
4	228
4	229
4	230
4	231
4	232
4	233
4	234
4	235
4	236
4	237
4	238
4	239
4	240
4	241
4	242
4	243
4	244
4	245
4	246
4	247
4	248
4	249
4	250
4	251
4	252
4	253
4	254
4	255
4	256
1	257
2	257
3	18
3	8
3	127
3	22
3	391
3	5
3	1
3	2
3	3
3	4
3	6
3	7
3	9
3	10
3	11
3	12
3	13
3	14
3	15
3	16
3	17
3	19
3	20
3	21
3	23
3	24
3	25
3	26
3	27
3	28
3	29
3	30
3	31
3	32
3	33
3	34
3	35
3	36
3	37
3	38
3	39
3	40
3	41
3	42
3	43
3	44
3	45
3	46
3	47
3	48
3	49
3	50
3	51
3	52
3	53
3	54
3	55
3	56
3	57
3	58
3	59
3	60
3	61
3	62
3	63
3	64
3	65
3	66
3	67
3	68
3	69
3	70
3	71
3	72
3	73
3	74
3	75
3	76
3	77
3	78
3	79
3	80
3	81
3	82
3	83
3	84
3	85
3	86
3	87
3	88
3	89
3	90
3	91
3	92
3	93
3	94
3	95
3	96
3	97
3	98
3	99
3	100
3	101
3	102
3	103
3	104
3	105
3	106
3	107
3	108
3	109
3	110
3	111
3	112
3	113
3	114
3	115
3	116
3	117
3	118
3	119
3	120
3	121
3	122
3	123
3	124
3	125
3	126
3	128
3	129
3	130
3	131
3	132
3	133
3	134
3	135
3	136
3	137
3	138
3	139
3	392
3	393
3	394
3	395
3	396
3	397
3	398
3	189
3	399
3	400
3	401
3	402
3	403
3	404
3	405
3	406
3	407
3	408
3	409
3	410
3	411
3	412
3	413
3	414
3	415
3	416
3	417
3	418
3	419
3	420
3	421
3	422
3	423
3	424
3	425
3	426
3	427
3	428
3	429
3	430
3	431
3	432
3	433
3	434
3	435
3	436
3	437
3	438
3	177
3	439
3	289
3	440
3	441
3	442
3	443
3	444
3	445
3	446
3	447
3	448
3	449
3	450
3	451
3	452
3	453
3	248
3	454
3	174
3	455
3	146
3	456
3	457
3	458
3	459
3	460
3	461
3	462
3	463
3	464
3	465
3	466
3	467
3	468
3	469
3	470
3	471
3	472
3	473
3	474
3	475
3	476
3	477
3	478
3	479
3	480
3	481
3	482
3	483
3	484
3	485
3	486
3	487
3	488
3	489
3	490
3	491
3	492
3	493
3	309
3	494
3	495
3	496
3	497
3	253
3	498
3	499
3	500
3	501
3	502
3	226
3	503
3	504
3	505
3	506
3	507
3	508
3	509
3	510
3	511
3	512
